 -1.9800e+01  0.0000e+00 -2.0000e+01
 -1.9400e+01  0.0000e+00 -1.9600e+01
 -1.9000e+01  1.0000e+00 -1.9200e+01
 -1.8600e+01  0.0000e+00 -1.8800e+01
 -1.8200e+01  0.0000e+00 -1.8400e+01
 -1.7800e+01  1.0000e+00 -1.8000e+01
 -1.7400e+01  0.0000e+00 -1.7600e+01
 -1.7000e+01  1.0000e+00 -1.7200e+01
 -1.6600e+01  1.0000e+00 -1.6800e+01
 -1.6200e+01  1.0000e+00 -1.6400e+01
 -1.5800e+01  0.0000e+00 -1.6000e+01
 -1.5400e+01  0.0000e+00 -1.5600e+01
 -1.5000e+01  2.0000e+00 -1.5200e+01
 -1.4600e+01  0.0000e+00 -1.4800e+01
 -1.4200e+01  1.0000e+00 -1.4400e+01
 -1.3800e+01  0.0000e+00 -1.4000e+01
 -1.3400e+01  1.0000e+00 -1.3600e+01
 -1.3000e+01  2.0000e+00 -1.3200e+01
 -1.2600e+01  1.0000e+00 -1.2800e+01
 -1.2200e+01  1.0000e+00 -1.2400e+01
 -1.1800e+01  0.0000e+00 -1.2000e+01
 -1.1400e+01  0.0000e+00 -1.1600e+01
 -1.1000e+01  3.0000e+00 -1.1200e+01
 -1.0600e+01  0.0000e+00 -1.0800e+01
 -1.0200e+01  0.0000e+00 -1.0400e+01
 -9.8000e+00  0.0000e+00 -1.0000e+01
 -9.4000e+00  1.0000e+00 -9.6000e+00
 -9.0000e+00  0.0000e+00 -9.2000e+00
 -8.6000e+00  0.0000e+00 -8.8000e+00
 -8.2000e+00  0.0000e+00 -8.4000e+00
 -7.8000e+00  2.0000e+00 -8.0000e+00
 -7.4000e+00  0.0000e+00 -7.6000e+00
 -7.0000e+00  0.0000e+00 -7.2000e+00
 -6.6000e+00  1.0000e+00 -6.8000e+00
 -6.2000e+00  1.0000e+00 -6.4000e+00
 -5.8000e+00  2.0000e+00 -6.0000e+00
 -5.4000e+00  1.0000e+00 -5.6000e+00
 -5.0000e+00  4.0000e+00 -5.2000e+00
 -4.6000e+00  2.0000e+00 -4.8000e+00
 -4.2000e+00  2.0000e+00 -4.4000e+00
 -3.8000e+00  0.0000e+00 -4.0000e+00
 -3.4000e+00  4.0000e+00 -3.6000e+00
 -3.0000e+00  4.0000e+00 -3.2000e+00
 -2.6000e+00  1.0000e+00 -2.8000e+00
 -2.2000e+00  4.0000e+00 -2.4000e+00
 -1.8000e+00  7.0000e+00 -2.0000e+00
 -1.4000e+00  5.0000e+00 -1.6000e+00
 -1.0000e+00  9.0000e+00 -1.2000e+00
 -6.0000e-01  9.0000e+00 -8.0000e-01
 -2.0000e-01  4.1000e+01 -4.0000e-01
  2.0000e-01  2.9000e+01  0.0000e+00
  6.0000e-01  6.0000e+00  4.0000e-01
  1.0000e+00  4.0000e+00  8.0000e-01
  1.4000e+00  8.0000e+00  1.2000e+00
  1.8000e+00  5.0000e+00  1.6000e+00
  2.2000e+00  3.0000e+00  2.0000e+00
  2.6000e+00  1.0000e+00  2.4000e+00
  3.0000e+00  0.0000e+00  2.8000e+00
  3.4000e+00  1.0000e+00  3.2000e+00
  3.8000e+00  0.0000e+00  3.6000e+00
  4.2000e+00  3.0000e+00  4.0000e+00
  4.6000e+00  0.0000e+00  4.4000e+00
  5.0000e+00  4.0000e+00  4.8000e+00
  5.4000e+00  2.0000e+00  5.2000e+00
  5.8000e+00  1.0000e+00  5.6000e+00
  6.2000e+00  4.0000e+00  6.0000e+00
  6.6000e+00  1.0000e+00  6.4000e+00
  7.0000e+00  2.0000e+00  6.8000e+00
  7.4000e+00  1.0000e+00  7.2000e+00
  7.8000e+00  1.0000e+00  7.6000e+00
  8.2000e+00  0.0000e+00  8.0000e+00
  8.6000e+00  0.0000e+00  8.4000e+00
  9.0000e+00  0.0000e+00  8.8000e+00
  9.4000e+00  1.0000e+00  9.2000e+00
  9.8000e+00  0.0000e+00  9.6000e+00
  1.0200e+01  0.0000e+00  1.0000e+01
  1.0600e+01  0.0000e+00  1.0400e+01
  1.1000e+01  0.0000e+00  1.0800e+01
  1.1400e+01  0.0000e+00  1.1200e+01
  1.1800e+01  0.0000e+00  1.1600e+01
  1.2200e+01  0.0000e+00  1.2000e+01
  1.2600e+01  0.0000e+00  1.2400e+01
  1.3000e+01  0.0000e+00  1.2800e+01
  1.3400e+01  0.0000e+00  1.3200e+01
  1.3800e+01  0.0000e+00  1.3600e+01
  1.4200e+01  0.0000e+00  1.4000e+01
  1.4600e+01  0.0000e+00  1.4400e+01
  1.5000e+01  0.0000e+00  1.4800e+01
  1.5400e+01  0.0000e+00  1.5200e+01
  1.5800e+01  0.0000e+00  1.5600e+01
  1.6200e+01  0.0000e+00  1.6000e+01
  1.6600e+01  1.0000e+00  1.6400e+01
  1.7000e+01  1.0000e+00  1.6800e+01
  1.7400e+01  0.0000e+00  1.7200e+01
  1.7800e+01  1.0000e+00  1.7600e+01
  1.8200e+01  1.0000e+00  1.8000e+01
  1.8600e+01  1.0000e+00  1.8400e+01
  1.9000e+01  0.0000e+00  1.8800e+01
  1.9400e+01  0.0000e+00  1.9200e+01
  1.9800e+01  0.0000e+00  1.9600e+01
  1.9800e+01  0.0000e+00  2.0000e+01
